,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,Ph,Sulphates,Alcohol,Quality
1193,6.4 g/L,0.885 g/L,0.0 g/L,2.3 g/L,0.166 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99551 g/cm³,pH 3.56,0.51 g/L,10.8% vol,Score: 5
1194,7.0 g/L,0.745 g/L,0.12 g/L,1.8 g/L,0.114 g/L,15.0 mg/L SO2,64.0 mg/L SO2,0.99588 g/cm³,pH 3.22,0.59 g/L,9.5% vol,Score: 6
1195,6.2 g/L,0.43 g/L,0.22 g/L,1.8 g/L,0.078 g/L,21.0 mg/L SO2,56.0 mg/L SO2,0.99633 g/cm³,pH 3.52,0.6 g/L,9.5% vol,Score: 6
1196,7.9 g/L,0.58 g/L,0.23 g/L,2.3 g/L,0.076 g/L,23.0 mg/L SO2,94.0 mg/L SO2,0.99686 g/cm³,pH 3.21,0.58 g/L,9.5% vol,Score: 6
1197,7.7 g/L,0.57 g/L,0.21 g/L,1.5 g/L,0.069 g/L,4.0 mg/L SO2,9.0 mg/L SO2,0.99458 g/cm³,pH 3.16,0.54 g/L,9.8% vol,Score: 6
1198,7.7 g/L,0.26 g/L,0.26 g/L,2.0 g/L,0.052 g/L,19.0 mg/L SO2,77.0 mg/L SO2,0.9951 g/cm³,pH 3.15,0.79 g/L,10.9% vol,Score: 6
1199,7.9 g/L,0.58 g/L,0.23 g/L,2.3 g/L,0.076 g/L,23.0 mg/L SO2,94.0 mg/L SO2,0.99686 g/cm³,pH 3.21,0.58 g/L,9.5% vol,Score: 6
1200,7.7 g/L,0.57 g/L,0.21 g/L,1.5 g/L,0.069 g/L,4.0 mg/L SO2,9.0 mg/L SO2,0.99458 g/cm³,pH 3.16,0.54 g/L,9.8% vol,Score: 6
1201,7.9 g/L,0.34 g/L,0.36 g/L,1.9 g/L,0.065 g/L,5.0 mg/L SO2,10.0 mg/L SO2,0.99419 g/cm³,pH 3.27,0.54 g/L,11.2% vol,Score: 7
1202,8.6 g/L,0.42 g/L,0.39 g/L,1.8 g/L,0.068 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99516 g/cm³,pH 3.35,0.69 g/L,11.7% vol,Score: 8
1203,9.9 g/L,0.74 g/L,0.19 g/L,5.8 g/L,0.111 g/L,33.0 mg/L SO2,76.0 mg/L SO2,0.99878 g/cm³,pH 3.14,0.55 g/L,9.4% vol,Score: 5
1204,7.2 g/L,0.36 g/L,0.46 g/L,2.1 g/L,0.074 g/L,24.0 mg/L SO2,44.0 mg/L SO2,0.99534 g/cm³,pH 3.4,0.85 g/L,11.0% vol,Score: 7
1205,7.2 g/L,0.36 g/L,0.46 g/L,2.1 g/L,0.074 g/L,24.0 mg/L SO2,44.0 mg/L SO2,0.99534 g/cm³,pH 3.4,0.85 g/L,11.0% vol,Score: 7
1206,7.2 g/L,0.36 g/L,0.46 g/L,2.1 g/L,0.074 g/L,24.0 mg/L SO2,44.0 mg/L SO2,0.99534 g/cm³,pH 3.4,0.85 g/L,11.0% vol,Score: 7
1207,9.9 g/L,0.72 g/L,0.55 g/L,1.7 g/L,0.136 g/L,24.0 mg/L SO2,52.0 mg/L SO2,0.99752 g/cm³,pH 3.35,0.94 g/L,10.0% vol,Score: 5
1208,7.2 g/L,0.36 g/L,0.46 g/L,2.1 g/L,0.074 g/L,24.0 mg/L SO2,44.0 mg/L SO2,0.99534 g/cm³,pH 3.4,0.85 g/L,11.0% vol,Score: 7
1209,6.2 g/L,0.39 g/L,0.43 g/L,2.0 g/L,0.071 g/L,14.0 mg/L SO2,24.0 mg/L SO2,0.99428 g/cm³,pH 3.45,0.87 g/L,11.2% vol,Score: 7
1210,6.8 g/L,0.65 g/L,0.02 g/L,2.1 g/L,0.078 g/L,8.0 mg/L SO2,15.0 mg/L SO2,0.99498 g/cm³,pH 3.35,0.62 g/L,10.4% vol,Score: 6
1211,6.6 g/L,0.44 g/L,0.15 g/L,2.1 g/L,0.076 g/L,22.0 mg/L SO2,53.0 mg/L SO2,0.9957 g/cm³,pH 3.32,0.62 g/L,9.3% vol,Score: 5
1212,6.8 g/L,0.65 g/L,0.02 g/L,2.1 g/L,0.078 g/L,8.0 mg/L SO2,15.0 mg/L SO2,0.99498 g/cm³,pH 3.35,0.62 g/L,10.4% vol,Score: 6
1213,9.6 g/L,0.38 g/L,0.42 g/L,1.9 g/L,0.071 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.99659 g/cm³,pH 3.15,0.75 g/L,10.5% vol,Score: 6
1214,10.2 g/L,0.33 g/L,0.46 g/L,1.9 g/L,0.081 g/L,6.0 mg/L SO2,9.0 mg/L SO2,0.99628 g/cm³,pH 3.1,0.48 g/L,10.4% vol,Score: 6
1215,8.8 g/L,0.27 g/L,0.46 g/L,2.1 g/L,0.095 g/L,20.0 mg/L SO2,29.0 mg/L SO2,0.99488 g/cm³,pH 3.26,0.56 g/L,11.3% vol,Score: 6
1216,7.9 g/L,0.57 g/L,0.31 g/L,2.0 g/L,0.079 g/L,10.0 mg/L SO2,79.0 mg/L SO2,0.99677 g/cm³,pH 3.29,0.69 g/L,9.5% vol,Score: 6
1217,8.2 g/L,0.34 g/L,0.37 g/L,1.9 g/L,0.057 g/L,43.0 mg/L SO2,74.0 mg/L SO2,0.99408 g/cm³,pH 3.23,0.81 g/L,12.0% vol,Score: 6
1218,8.2 g/L,0.4 g/L,0.31 g/L,1.9 g/L,0.082 g/L,8.0 mg/L SO2,24.0 mg/L SO2,0.996 g/cm³,pH 3.24,0.69 g/L,10.6% vol,Score: 6
1219,9.0 g/L,0.39 g/L,0.4 g/L,1.3 g/L,0.044 g/L,25.0 mg/L SO2,50.0 mg/L SO2,0.99478 g/cm³,pH 3.2,0.83 g/L,10.9% vol,Score: 6
1220,10.9 g/L,0.32 g/L,0.52 g/L,1.8 g/L,0.132 g/L,17.0 mg/L SO2,44.0 mg/L SO2,0.99734 g/cm³,pH 3.28,0.77 g/L,11.5% vol,Score: 6
1221,10.9 g/L,0.32 g/L,0.52 g/L,1.8 g/L,0.132 g/L,17.0 mg/L SO2,44.0 mg/L SO2,0.99734 g/cm³,pH 3.28,0.77 g/L,11.5% vol,Score: 6
1222,8.1 g/L,0.53 g/L,0.22 g/L,2.2 g/L,0.078 g/L,33.0 mg/L SO2,89.0 mg/L SO2,0.99678 g/cm³,pH 3.26,0.46 g/L,9.6% vol,Score: 6
1223,10.5 g/L,0.36 g/L,0.47 g/L,2.2 g/L,0.074 g/L,9.0 mg/L SO2,23.0 mg/L SO2,0.99638 g/cm³,pH 3.23,0.76 g/L,12.0% vol,Score: 6
1224,12.6 g/L,0.39 g/L,0.49 g/L,2.5 g/L,0.08 g/L,8.0 mg/L SO2,20.0 mg/L SO2,0.9992 g/cm³,pH 3.07,0.82 g/L,10.3% vol,Score: 6
1225,9.2 g/L,0.46 g/L,0.23 g/L,2.6 g/L,0.091 g/L,18.0 mg/L SO2,77.0 mg/L SO2,0.99922 g/cm³,pH 3.15,0.51 g/L,9.4% vol,Score: 5
1226,7.5 g/L,0.58 g/L,0.03 g/L,4.1 g/L,0.08 g/L,27.0 mg/L SO2,46.0 mg/L SO2,0.99592 g/cm³,pH 3.02,0.47 g/L,9.2% vol,Score: 5
1227,9.0 g/L,0.58 g/L,0.25 g/L,2.0 g/L,0.104 g/L,8.0 mg/L SO2,21.0 mg/L SO2,0.99769 g/cm³,pH 3.27,0.72 g/L,9.6% vol,Score: 5
1228,5.1 g/L,0.42 g/L,0.0 g/L,1.8 g/L,0.044 g/L,18.0 mg/L SO2,88.0 mg/L SO2,0.99157 g/cm³,pH 3.68,0.73 g/L,13.6% vol,Score: 7
1229,7.6 g/L,0.43 g/L,0.29 g/L,2.1 g/L,0.075 g/L,19.0 mg/L SO2,66.0 mg/L SO2,0.99718 g/cm³,pH 3.4,0.64 g/L,9.5% vol,Score: 5
1230,7.7 g/L,0.18 g/L,0.34 g/L,2.7 g/L,0.066 g/L,15.0 mg/L SO2,58.0 mg/L SO2,0.9947 g/cm³,pH 3.37,0.78 g/L,11.8% vol,Score: 6
1231,7.8 g/L,0.815 g/L,0.01 g/L,2.6 g/L,0.074 g/L,48.0 mg/L SO2,90.0 mg/L SO2,0.99621 g/cm³,pH 3.38,0.62 g/L,10.8% vol,Score: 5
1232,7.6 g/L,0.43 g/L,0.29 g/L,2.1 g/L,0.075 g/L,19.0 mg/L SO2,66.0 mg/L SO2,0.99718 g/cm³,pH 3.4,0.64 g/L,9.5% vol,Score: 5
1233,10.2 g/L,0.23 g/L,0.37 g/L,2.2 g/L,0.057 g/L,14.0 mg/L SO2,36.0 mg/L SO2,0.99614 g/cm³,pH 3.23,0.49 g/L,9.3% vol,Score: 4
1234,7.1 g/L,0.75 g/L,0.01 g/L,2.2 g/L,0.059 g/L,11.0 mg/L SO2,18.0 mg/L SO2,0.99242 g/cm³,pH 3.39,0.4 g/L,12.8% vol,Score: 6
1235,6.0 g/L,0.33 g/L,0.32 g/L,12.9 g/L,0.054 g/L,6.0 mg/L SO2,113.0 mg/L SO2,0.99572 g/cm³,pH 3.3,0.56 g/L,11.5% vol,Score: 4
1236,7.8 g/L,0.55 g/L,0.0 g/L,1.7 g/L,0.07 g/L,7.0 mg/L SO2,17.0 mg/L SO2,0.99659 g/cm³,pH 3.26,0.64 g/L,9.4% vol,Score: 6
1237,7.1 g/L,0.75 g/L,0.01 g/L,2.2 g/L,0.059 g/L,11.0 mg/L SO2,18.0 mg/L SO2,0.99242 g/cm³,pH 3.39,0.4 g/L,12.8% vol,Score: 6
1238,8.1 g/L,0.73 g/L,0.0 g/L,2.5 g/L,0.081 g/L,12.0 mg/L SO2,24.0 mg/L SO2,0.99798 g/cm³,pH 3.38,0.46 g/L,9.6% vol,Score: 4
1239,6.5 g/L,0.67 g/L,0.0 g/L,4.3 g/L,0.057 g/L,11.0 mg/L SO2,20.0 mg/L SO2,0.99488 g/cm³,pH 3.45,0.56 g/L,11.8% vol,Score: 4
1240,7.5 g/L,0.61 g/L,0.2 g/L,1.7 g/L,0.076 g/L,36.0 mg/L SO2,60.0 mg/L SO2,0.99494 g/cm³,pH 3.1,0.4 g/L,9.3% vol,Score: 5
1241,9.8 g/L,0.37 g/L,0.39 g/L,2.5 g/L,0.079 g/L,28.0 mg/L SO2,65.0 mg/L SO2,0.99729 g/cm³,pH 3.16,0.59 g/L,9.8% vol,Score: 5
1242,9.0 g/L,0.4 g/L,0.41 g/L,2.0 g/L,0.058 g/L,15.0 mg/L SO2,40.0 mg/L SO2,0.99414 g/cm³,pH 3.22,0.6 g/L,12.2% vol,Score: 6
1243,8.3 g/L,0.56 g/L,0.22 g/L,2.4 g/L,0.082 g/L,10.0 mg/L SO2,86.0 mg/L SO2,0.9983 g/cm³,pH 3.37,0.62 g/L,9.5% vol,Score: 5
1244,5.9 g/L,0.29 g/L,0.25 g/L,13.4 g/L,0.067 g/L,72.0 mg/L SO2,160.0 mg/L SO2,0.99721 g/cm³,pH 3.33,0.54 g/L,10.3% vol,Score: 6
1245,7.4 g/L,0.55 g/L,0.19 g/L,1.8 g/L,0.082 g/L,15.0 mg/L SO2,34.0 mg/L SO2,0.99655 g/cm³,pH 3.49,0.68 g/L,10.5% vol,Score: 5
1246,7.4 g/L,0.74 g/L,0.07 g/L,1.7 g/L,0.086 g/L,15.0 mg/L SO2,48.0 mg/L SO2,0.99502 g/cm³,pH 3.12,0.48 g/L,10.0% vol,Score: 5
1247,7.4 g/L,0.55 g/L,0.19 g/L,1.8 g/L,0.082 g/L,15.0 mg/L SO2,34.0 mg/L SO2,0.99655 g/cm³,pH 3.49,0.68 g/L,10.5% vol,Score: 5
1248,6.9 g/L,0.41 g/L,0.33 g/L,2.2 g/L,0.081 g/L,22.0 mg/L SO2,36.0 mg/L SO2,0.9949 g/cm³,pH 3.41,0.75 g/L,11.1% vol,Score: 6
1249,7.1 g/L,0.6 g/L,0.01 g/L,2.3 g/L,0.079 g/L,24.0 mg/L SO2,37.0 mg/L SO2,0.99514 g/cm³,pH 3.4,0.61 g/L,10.9% vol,Score: 6
1250,7.1 g/L,0.6 g/L,0.01 g/L,2.3 g/L,0.079 g/L,24.0 mg/L SO2,37.0 mg/L SO2,0.99514 g/cm³,pH 3.4,0.61 g/L,10.9% vol,Score: 6
1251,7.5 g/L,0.58 g/L,0.14 g/L,2.2 g/L,0.077 g/L,27.0 mg/L SO2,60.0 mg/L SO2,0.9963 g/cm³,pH 3.28,0.59 g/L,9.8% vol,Score: 5
1252,7.1 g/L,0.72 g/L,0.0 g/L,1.8 g/L,0.123 g/L,6.0 mg/L SO2,14.0 mg/L SO2,0.99627 g/cm³,pH 3.45,0.58 g/L,9.8% vol,Score: 5
1253,7.9 g/L,0.66 g/L,0.0 g/L,1.4 g/L,0.096 g/L,6.0 mg/L SO2,13.0 mg/L SO2,0.99569 g/cm³,pH 3.43,0.58 g/L,9.5% vol,Score: 5
1254,7.8 g/L,0.7 g/L,0.06 g/L,1.9 g/L,0.079 g/L,20.0 mg/L SO2,35.0 mg/L SO2,0.99628 g/cm³,pH 3.4,0.69 g/L,10.9% vol,Score: 5
1255,6.1 g/L,0.64 g/L,0.02 g/L,2.4 g/L,0.069 g/L,26.0 mg/L SO2,46.0 mg/L SO2,0.99358 g/cm³,pH 3.47,0.45 g/L,11.0% vol,Score: 5
1256,7.5 g/L,0.59 g/L,0.22 g/L,1.8 g/L,0.082 g/L,43.0 mg/L SO2,60.0 mg/L SO2,0.99499 g/cm³,pH 3.1,0.42 g/L,9.2% vol,Score: 5
1257,7.0 g/L,0.58 g/L,0.28 g/L,4.8 g/L,0.085 g/L,12.0 mg/L SO2,69.0 mg/L SO2,0.99633 g/cm³,pH 3.32,0.7 g/L,11.0% vol,Score: 6
1258,6.8 g/L,0.64 g/L,0.0 g/L,2.7 g/L,0.123 g/L,15.0 mg/L SO2,33.0 mg/L SO2,0.99538 g/cm³,pH 3.44,0.63 g/L,11.3% vol,Score: 6
1259,6.8 g/L,0.64 g/L,0.0 g/L,2.7 g/L,0.123 g/L,15.0 mg/L SO2,33.0 mg/L SO2,0.99538 g/cm³,pH 3.44,0.63 g/L,11.3% vol,Score: 6
1260,8.6 g/L,0.635 g/L,0.68 g/L,1.8 g/L,0.403 g/L,19.0 mg/L SO2,56.0 mg/L SO2,0.99632 g/cm³,pH 3.02,1.15 g/L,9.3% vol,Score: 5
1261,6.3 g/L,1.02 g/L,0.0 g/L,2.0 g/L,0.083 g/L,17.0 mg/L SO2,24.0 mg/L SO2,0.99437 g/cm³,pH 3.59,0.55 g/L,11.2% vol,Score: 4
1262,9.8 g/L,0.45 g/L,0.38 g/L,2.5 g/L,0.081 g/L,34.0 mg/L SO2,66.0 mg/L SO2,0.99726 g/cm³,pH 3.15,0.58 g/L,9.8% vol,Score: 5
1263,8.2 g/L,0.78 g/L,0.0 g/L,2.2 g/L,0.089 g/L,13.0 mg/L SO2,26.0 mg/L SO2,0.9978 g/cm³,pH 3.37,0.46 g/L,9.6% vol,Score: 4
1264,8.5 g/L,0.37 g/L,0.32 g/L,1.8 g/L,0.066 g/L,26.0 mg/L SO2,51.0 mg/L SO2,0.99456 g/cm³,pH 3.38,0.72 g/L,11.8% vol,Score: 6
1265,7.2 g/L,0.57 g/L,0.05 g/L,2.3 g/L,0.081 g/L,16.0 mg/L SO2,36.0 mg/L SO2,0.99564 g/cm³,pH 3.38,0.6 g/L,10.3% vol,Score: 6
1266,7.2 g/L,0.57 g/L,0.05 g/L,2.3 g/L,0.081 g/L,16.0 mg/L SO2,36.0 mg/L SO2,0.99564 g/cm³,pH 3.38,0.6 g/L,10.3% vol,Score: 6
1267,10.4 g/L,0.43 g/L,0.5 g/L,2.3 g/L,0.068 g/L,13.0 mg/L SO2,19.0 mg/L SO2,0.996 g/cm³,pH 3.1,0.87 g/L,11.4% vol,Score: 6
1268,6.9 g/L,0.41 g/L,0.31 g/L,2.0 g/L,0.079 g/L,21.0 mg/L SO2,51.0 mg/L SO2,0.99668 g/cm³,pH 3.47,0.55 g/L,9.5% vol,Score: 6
1269,5.5 g/L,0.49 g/L,0.03 g/L,1.8 g/L,0.044 g/L,28.0 mg/L SO2,87.0 mg/L SO2,0.9908 g/cm³,pH 3.5,0.82 g/L,14.0% vol,Score: 8
1270,5.0 g/L,0.38 g/L,0.01 g/L,1.6 g/L,0.048 g/L,26.0 mg/L SO2,60.0 mg/L SO2,0.99084 g/cm³,pH 3.7,0.75 g/L,14.0% vol,Score: 6
1271,7.3 g/L,0.44 g/L,0.2 g/L,1.6 g/L,0.049 g/L,24.0 mg/L SO2,64.0 mg/L SO2,0.9935 g/cm³,pH 3.38,0.57 g/L,11.7% vol,Score: 6
1272,5.9 g/L,0.46 g/L,0.0 g/L,1.9 g/L,0.077 g/L,25.0 mg/L SO2,44.0 mg/L SO2,0.99385 g/cm³,pH 3.5,0.53 g/L,11.2% vol,Score: 5
1273,7.5 g/L,0.58 g/L,0.2 g/L,2.0 g/L,0.073 g/L,34.0 mg/L SO2,44.0 mg/L SO2,0.99494 g/cm³,pH 3.1,0.43 g/L,9.3% vol,Score: 5
1274,7.8 g/L,0.58 g/L,0.13 g/L,2.1 g/L,0.102 g/L,17.0 mg/L SO2,36.0 mg/L SO2,0.9944 g/cm³,pH 3.24,0.53 g/L,11.2% vol,Score: 6
1275,8.0 g/L,0.715 g/L,0.22 g/L,2.3 g/L,0.075 g/L,13.0 mg/L SO2,81.0 mg/L SO2,0.99688 g/cm³,pH 3.24,0.54 g/L,9.5% vol,Score: 6
1276,8.5 g/L,0.4 g/L,0.4 g/L,6.3 g/L,0.05 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99566 g/cm³,pH 3.28,0.56 g/L,12.0% vol,Score: 4
1277,7.0 g/L,0.69 g/L,0.0 g/L,1.9 g/L,0.114 g/L,3.0 mg/L SO2,10.0 mg/L SO2,0.99636 g/cm³,pH 3.35,0.6 g/L,9.7% vol,Score: 6
1278,8.0 g/L,0.715 g/L,0.22 g/L,2.3 g/L,0.075 g/L,13.0 mg/L SO2,81.0 mg/L SO2,0.99688 g/cm³,pH 3.24,0.54 g/L,9.5% vol,Score: 6
1279,9.8 g/L,0.3 g/L,0.39 g/L,1.7 g/L,0.062 g/L,3.0 mg/L SO2,9.0 mg/L SO2,0.9948 g/cm³,pH 3.14,0.57 g/L,11.5% vol,Score: 7
1280,7.1 g/L,0.46 g/L,0.2 g/L,1.9 g/L,0.077 g/L,28.0 mg/L SO2,54.0 mg/L SO2,0.9956 g/cm³,pH 3.37,0.64 g/L,10.4% vol,Score: 6
1281,7.1 g/L,0.46 g/L,0.2 g/L,1.9 g/L,0.077 g/L,28.0 mg/L SO2,54.0 mg/L SO2,0.9956 g/cm³,pH 3.37,0.64 g/L,10.4% vol,Score: 6
1282,7.9 g/L,0.765 g/L,0.0 g/L,2.0 g/L,0.084 g/L,9.0 mg/L SO2,22.0 mg/L SO2,0.99619 g/cm³,pH 3.33,0.68 g/L,10.9% vol,Score: 6
1283,8.7 g/L,0.63 g/L,0.28 g/L,2.7 g/L,0.096 g/L,17.0 mg/L SO2,69.0 mg/L SO2,0.99734 g/cm³,pH 3.26,0.63 g/L,10.2% vol,Score: 6
1284,7.0 g/L,0.42 g/L,0.19 g/L,2.3 g/L,0.071 g/L,18.0 mg/L SO2,36.0 mg/L SO2,0.99476 g/cm³,pH 3.39,0.56 g/L,10.9% vol,Score: 5
1285,11.3 g/L,0.37 g/L,0.5 g/L,1.8 g/L,0.09 g/L,20.0 mg/L SO2,47.0 mg/L SO2,0.99734 g/cm³,pH 3.15,0.57 g/L,10.5% vol,Score: 5
1286,7.1 g/L,0.16 g/L,0.44 g/L,2.5 g/L,0.068 g/L,17.0 mg/L SO2,31.0 mg/L SO2,0.99328 g/cm³,pH 3.35,0.54 g/L,12.4% vol,Score: 6
1287,8.0 g/L,0.6 g/L,0.08 g/L,2.6 g/L,0.056 g/L,3.0 mg/L SO2,7.0 mg/L SO2,0.99286 g/cm³,pH 3.22,0.37 g/L,13.0% vol,Score: 5
1288,7.0 g/L,0.6 g/L,0.3 g/L,4.5 g/L,0.068 g/L,20.0 mg/L SO2,110.0 mg/L SO2,0.99914 g/cm³,pH 3.3,1.17 g/L,10.2% vol,Score: 5
1289,7.0 g/L,0.6 g/L,0.3 g/L,4.5 g/L,0.068 g/L,20.0 mg/L SO2,110.0 mg/L SO2,0.99914 g/cm³,pH 3.3,1.17 g/L,10.2% vol,Score: 5
1290,7.6 g/L,0.74 g/L,0.0 g/L,1.9 g/L,0.1 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99521 g/cm³,pH 3.36,0.59 g/L,11.0% vol,Score: 5
1291,8.2 g/L,0.635 g/L,0.1 g/L,2.1 g/L,0.073 g/L,25.0 mg/L SO2,60.0 mg/L SO2,0.99638 g/cm³,pH 3.29,0.75 g/L,10.9% vol,Score: 6
1292,5.9 g/L,0.395 g/L,0.13 g/L,2.4 g/L,0.056 g/L,14.0 mg/L SO2,28.0 mg/L SO2,0.99362 g/cm³,pH 3.62,0.67 g/L,12.4% vol,Score: 6
1293,7.5 g/L,0.755 g/L,0.0 g/L,1.9 g/L,0.084 g/L,6.0 mg/L SO2,12.0 mg/L SO2,0.99672 g/cm³,pH 3.34,0.49 g/L,9.7% vol,Score: 4
1294,8.2 g/L,0.635 g/L,0.1 g/L,2.1 g/L,0.073 g/L,25.0 mg/L SO2,60.0 mg/L SO2,0.99638 g/cm³,pH 3.29,0.75 g/L,10.9% vol,Score: 6
1295,6.6 g/L,0.63 g/L,0.0 g/L,4.3 g/L,0.093 g/L,51.0 mg/L SO2,77.5 mg/L SO2,0.99558 g/cm³,pH 3.2,0.45 g/L,9.5% vol,Score: 5
1296,6.6 g/L,0.63 g/L,0.0 g/L,4.3 g/L,0.093 g/L,51.0 mg/L SO2,77.5 mg/L SO2,0.99558 g/cm³,pH 3.2,0.45 g/L,9.5% vol,Score: 5
1297,7.2 g/L,0.53 g/L,0.14 g/L,2.1 g/L,0.064 g/L,15.0 mg/L SO2,29.0 mg/L SO2,0.99323 g/cm³,pH 3.35,0.61 g/L,12.1% vol,Score: 6
1298,5.7 g/L,0.6 g/L,0.0 g/L,1.4 g/L,0.063 g/L,11.0 mg/L SO2,18.0 mg/L SO2,0.99191 g/cm³,pH 3.45,0.56 g/L,12.2% vol,Score: 6
1299,7.6 g/L,1.58 g/L,0.0 g/L,2.1 g/L,0.137 g/L,5.0 mg/L SO2,9.0 mg/L SO2,0.99476 g/cm³,pH 3.5,0.4 g/L,10.9% vol,Score: 3
1300,5.2 g/L,0.645 g/L,0.0 g/L,2.15 g/L,0.08 g/L,15.0 mg/L SO2,28.0 mg/L SO2,0.99444 g/cm³,pH 3.78,0.61 g/L,12.5% vol,Score: 6
1301,6.7 g/L,0.86 g/L,0.07 g/L,2.0 g/L,0.1 g/L,20.0 mg/L SO2,57.0 mg/L SO2,0.99598 g/cm³,pH 3.6,0.74 g/L,11.7% vol,Score: 6
1302,9.1 g/L,0.37 g/L,0.32 g/L,2.1 g/L,0.064 g/L,4.0 mg/L SO2,15.0 mg/L SO2,0.99576 g/cm³,pH 3.3,0.8 g/L,11.2% vol,Score: 6
1303,8.0 g/L,0.28 g/L,0.44 g/L,1.8 g/L,0.081 g/L,28.0 mg/L SO2,68.0 mg/L SO2,0.99501 g/cm³,pH 3.36,0.66 g/L,11.2% vol,Score: 5
1304,7.6 g/L,0.79 g/L,0.21 g/L,2.3 g/L,0.087 g/L,21.0 mg/L SO2,68.0 mg/L SO2,0.9955 g/cm³,pH 3.12,0.44 g/L,9.2% vol,Score: 5
1305,7.5 g/L,0.61 g/L,0.26 g/L,1.9 g/L,0.073 g/L,24.0 mg/L SO2,88.0 mg/L SO2,0.99612 g/cm³,pH 3.3,0.53 g/L,9.8% vol,Score: 5
1306,9.7 g/L,0.69 g/L,0.32 g/L,2.5 g/L,0.088 g/L,22.0 mg/L SO2,91.0 mg/L SO2,0.9979 g/cm³,pH 3.29,0.62 g/L,10.1% vol,Score: 5
1307,6.8 g/L,0.68 g/L,0.09 g/L,3.9 g/L,0.068 g/L,15.0 mg/L SO2,29.0 mg/L SO2,0.99524 g/cm³,pH 3.41,0.52 g/L,11.1% vol,Score: 4
1308,9.7 g/L,0.69 g/L,0.32 g/L,2.5 g/L,0.088 g/L,22.0 mg/L SO2,91.0 mg/L SO2,0.9979 g/cm³,pH 3.29,0.62 g/L,10.1% vol,Score: 5
1309,7.0 g/L,0.62 g/L,0.1 g/L,1.4 g/L,0.071 g/L,27.0 mg/L SO2,63.0 mg/L SO2,0.996 g/cm³,pH 3.28,0.61 g/L,9.2% vol,Score: 5
1310,7.5 g/L,0.61 g/L,0.26 g/L,1.9 g/L,0.073 g/L,24.0 mg/L SO2,88.0 mg/L SO2,0.99612 g/cm³,pH 3.3,0.53 g/L,9.8% vol,Score: 5
1311,6.5 g/L,0.51 g/L,0.15 g/L,3.0 g/L,0.064 g/L,12.0 mg/L SO2,27.0 mg/L SO2,0.9929 g/cm³,pH 3.33,0.59 g/L,12.8% vol,Score: 6
1312,8.0 g/L,1.18 g/L,0.21 g/L,1.9 g/L,0.083 g/L,14.0 mg/L SO2,41.0 mg/L SO2,0.99532 g/cm³,pH 3.34,0.47 g/L,10.5% vol,Score: 5
1313,7.0 g/L,0.36 g/L,0.21 g/L,2.3 g/L,0.086 g/L,20.0 mg/L SO2,65.0 mg/L SO2,0.99558 g/cm³,pH 3.4,0.54 g/L,10.1% vol,Score: 6
1314,7.0 g/L,0.36 g/L,0.21 g/L,2.4 g/L,0.086 g/L,24.0 mg/L SO2,69.0 mg/L SO2,0.99556 g/cm³,pH 3.4,0.53 g/L,10.1% vol,Score: 6
1315,7.5 g/L,0.63 g/L,0.27 g/L,2.0 g/L,0.083 g/L,17.0 mg/L SO2,91.0 mg/L SO2,0.99616 g/cm³,pH 3.26,0.58 g/L,9.8% vol,Score: 6
1316,5.4 g/L,0.74 g/L,0.0 g/L,1.2 g/L,0.041 g/L,16.0 mg/L SO2,46.0 mg/L SO2,0.99258 g/cm³,pH 4.01,0.59 g/L,12.5% vol,Score: 6
1317,9.9 g/L,0.44 g/L,0.46 g/L,2.2 g/L,0.091 g/L,10.0 mg/L SO2,41.0 mg/L SO2,0.99638 g/cm³,pH 3.18,0.69 g/L,11.9% vol,Score: 6
1318,7.5 g/L,0.63 g/L,0.27 g/L,2.0 g/L,0.083 g/L,17.0 mg/L SO2,91.0 mg/L SO2,0.99616 g/cm³,pH 3.26,0.58 g/L,9.8% vol,Score: 6
1319,9.1 g/L,0.76 g/L,0.68 g/L,1.7 g/L,0.414 g/L,18.0 mg/L SO2,64.0 mg/L SO2,0.99652 g/cm³,pH 2.9,1.33 g/L,9.1% vol,Score: 6
1320,9.7 g/L,0.66 g/L,0.34 g/L,2.6 g/L,0.094 g/L,12.0 mg/L SO2,88.0 mg/L SO2,0.99796 g/cm³,pH 3.26,0.66 g/L,10.1% vol,Score: 5
1321,5.0 g/L,0.74 g/L,0.0 g/L,1.2 g/L,0.041 g/L,16.0 mg/L SO2,46.0 mg/L SO2,0.99258 g/cm³,pH 4.01,0.59 g/L,12.5% vol,Score: 6
1322,9.1 g/L,0.34 g/L,0.42 g/L,1.8 g/L,0.058 g/L,9.0 mg/L SO2,18.0 mg/L SO2,0.99392 g/cm³,pH 3.18,0.55 g/L,11.4% vol,Score: 5
1323,9.1 g/L,0.36 g/L,0.39 g/L,1.8 g/L,0.06 g/L,21.0 mg/L SO2,55.0 mg/L SO2,0.99495 g/cm³,pH 3.18,0.82 g/L,11.0% vol,Score: 7
